match_id,series,season,match_no,date,venue,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,toss_winner,toss_choosen,winner,player_of_the_match,winning_team,win_by
202267,IPL,2022,67th,"May 19,2022","Wankhede Stadium,Mumbai",Royal Challengers Bangalore,Gujarat Titans,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Siddarth Kaul, Josh Hazlewood","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,GT,bat,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,Royal Challengers Bangalore,8 wkts
202268,IPL,2022,68th,"May 20,2022","Brabourne Stadium,Mumbai",Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Obed McCoy","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Ambati Rayudu, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary",,,CSK,bat,Rajasthan Royals won by 5 wkts,Ravichandran Ashwin,Rajasthan Royals,5 wkts
202269,IPL,2022,69th,"May 21,2022","Wankhede Stadium,Mumbai",Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Tim David, Ramandeep Singh, Daniel Sams, Hrithik Shokeen, Jasprit Bumrah, Riley Meredith, Mayank Markande","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Sarfaraz Khan, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Anrich Nortje, Khaleel Ahmed",,,MI,field,Mumbai Indians won by 5 wkts,Jasprit Bumrah,Mumbai Indians,5 wkts
202270,IPL,2022,70th,"May 22,2022","Wankhede Stadium,Mumbai",Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Priyam Garg, Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Romario Shepherd, Washington Sundar, Jagadeesha Suchith, Bhuvneshwar Kumar(c), Fazalhaq Farooqi, Umran Malik","Punjab Kings (Playing XI): Jonny Bairstow, Shikhar Dhawan, Liam Livingstone, Mayank Agarwal(c), Shahrukh Khan, Jitesh Sharma(w), Harpreet Brar, Nathan Ellis, Prerak Mankad, Kagiso Rabada, Arshdeep Singh",,,SRH,bat,Punjab Kings won by 5 wkts,Harpreet Brar,Punjab Kings,5 wkts
202271,IPL,2022,qualifier 1,"May 24,2022","Eden Gardens,Kolkata",Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Yash Dayal, Alzarri Joseph, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Ravichandran Ashwin, Shimron Hetmyer, Riyan Parag, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Obed McCoy",,,GT,field,Gujarat Titans won by 7 wkts,David Miller,Gujarat Titans,7 wkts
202272,IPL,2022,eliminator,"May 25,2022","Eden Gardens,Kolkata",Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,LSG,field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,Royal Challengers Bangalore,14 runs
202273,IPL,2022,qualifier 2,"May 27,2022","Narendra Modi Stadium,Ahmedabad",Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,RR,field,Rajasthan Royals won by 7 wkts,Jos Buttler,Rajasthan Royals,7 wkts
202274,IPL,2022,final,"May 29,2022","Narendra Modi Stadium,Ahmedabad",Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,RR,bat,Gujarat Titans won by 7 wkts,Hardik Pandya,Gujarat Titans,7 wkts
202301,IPL,2023,1st,"Mar 31,2023","Narendra Modi Stadium,Ahmedabad",Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",GT,field,Gujarat Titans won by 5 wkts,Rashid Khan,Gujarat Titans,5 wkts
202302,IPL,2023,2nd,"Apr 01,2023","Punjab Cricket Association IS Bindra Stadium,Mohali",Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",KKR,field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,Punjab Kings,7 runs (DLS method)
202303,IPL,2023,3rd,"Apr 01,2023","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow",Lucknow Super Giants,Delhi Capitals,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Marcus Stoinis, Deepak Hooda, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Mark Wood, Jaydev Unadkat, Ravi Bishnoi, Avesh Khan","Delhi Capitals (Playing XI): David Warner(c), Prithvi Shaw, Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan(w), Rovman Powell, Axar Patel, Kuldeep Yadav, Chetan Sakariya, Khaleel Ahmed, Mukesh Kumar","Lucknow Super Giants subs: Prerak Mankad, Krishnappa Gowtham, Yash Thakur, Daniel Sams, Amit Mishra.","Delhi Capitals subs: Aman Hakim Khan, Manish Pandey, Praveen Dubey, Lalit Yadav, Abishek Porel.",DC,field,Lucknow Super Giants won by 50 runs,Mark Wood,Lucknow Super Giants,50 runs
202304,IPL,2023,4th,"Apr 02,2023","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Abhishek Sharma, Rahul Tripathi, Harry Brook, Glenn Phillips(w), Washington Sundar, Adil Rashid, Bhuvneshwar Kumar(c), Umran Malik, T Natarajan, Fazalhaq Farooqi","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Jason Holder, Ravichandran Ashwin, Trent Boult, KM Asif, Yuzvendra Chahal","Sunrisers Hyderabad Subs: Abdul Samad, Mayank Dagar, Upendra Yadav, Mayank Markande, Vivrant Sharma.","Rajasthan Royals Subs:  Sandeep Sharma, Donavon Ferreira, Dhruv Jurel, Navdeep Saini, Murugan Ashwin.",SRH,field,Rajasthan Royals won by 72 runs,Jos Buttler,Rajasthan Royals,72 runs
202305,IPL,2023,5th,"Apr 02,2023","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Shahbaz Ahmed, Dinesh Karthik(w), Karn Sharma, Harshal Patel, Akash Deep, Reece Topley, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Suryakumar Yadav, Cameron Green, Tilak Varma, Tim David, Nehal Wadhera, Hrithik Shokeen, Piyush Chawla, Jofra Archer, Arshad Khan","Royal Challengers Bangalore subs: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey.","Mumbai Indians Subs: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh.",RCB,field,Royal Challengers Bangalore won by 8 wkts,Faf du Plessis,Royal Challengers Bangalore,8 wkts
202306,IPL,2023,6th,"Apr 03,2023","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",LSG,field,Chennai Super Kings won by 12 runs,Moeen Ali,Chennai Super Kings,12 runs
202307,IPL,2023,7th,"Apr 04,2023","Arun Jaitley Stadium,Delhi",Delhi Capitals,Gujarat Titans,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Mitchell Marsh, Rilee Rossouw, Sarfaraz Khan, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Aman Hakim Khan, Anrich Nortje, Mukesh Kumar","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Delhi Capitals Subs: Lalit Yadav, Rovman Powell, Chetan Sakariya, Manish Pandey, Khaleel Ahmed","Gujarat Titans Subs: Sai Kishore, Vijay Shankar, Jayant Yadav, Abhinav Manohar, Srikar Bharat",GT,field,Gujarat Titans won by 6 wkts,Sai Sudharsan,Gujarat Titans,6 wkts
202308,IPL,2023,8th,"Apr 05,2023","Barsapara Cricket Stadium,Guwahati",Rajasthan Royals,Punjab Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Riyan Parag, Shimron Hetmyer, Jason Holder, Ravichandran Ashwin, Trent Boult, KM Asif, Yuzvendra Chahal","Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Rajasthan Royals Subs: Dhruv Jurel, Akash Vasisht, Murugan Ashwin, Kuldip Yadav, Donavon Ferreira","Punjab Kings Subs: Rishi Dhawan, Atharva Taide, Harpreet Singh Bhatia, Matthew Short, Mohit Rathee",RR,field,Punjab Kings won by 5 runs,Nathan Ellis,Punjab Kings,5 runs
202309,IPL,2023,9th,"Apr 06,2023","Eden Gardens,Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Mandeep Singh, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Umesh Yadav, Varun Chakaravarthy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Michael Bracewell, Dinesh Karthik(w), Shahbaz Ahmed, David Willey, Karn Sharma, Harshal Patel, Akash Deep, Mohammed Siraj","Kolkata Knight Riders Subs: Suyash Sharma, Anukul Roy, Vaibhav Arora, N Jagadeesan, David Wiese","Royal Challengers Bangalore Subs: Finn Allen, Sonu Yadav, Mahipal Lomror, Suyash Prabhudessai, Anuj Rawat",RCB,field,Kolkata Knight Riders won by 81 runs,Shardul Thakur,Kolkata Knight Riders,81 runs
202310,IPL,2023,10th,"Apr 07,2023","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow",Lucknow Super Giants,Sunrisers Hyderabad,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Nicholas Pooran(w), Romario Shepherd, Krunal Pandya, Amit Mishra, Yash Thakur, Jaydev Unadkat, Ravi Bishnoi","Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Anmolpreet Singh(w), Rahul Tripathi, Aiden Markram(c), Harry Brook, Washington Sundar, Abdul Samad, Bhuvneshwar Kumar, T Natarajan, Umran Malik, Adil Rashid","Lucknow Super Giants Subs: Ayush Badoni, Swapnil Singh, Daniel Sams, Prerak Mankad, Avesh Khan","Sunrisers Hyderabad Subs: Heinrich Klaasen, Fazalhaq Farooqi, Mayank Markande, Mayank Dagar, Marco Jansen",SRH,bat,Lucknow Super Giants won by 5 wkts,Krunal Pandya,Lucknow Super Giants,5 wkts
202311,IPL,2023,11th,"Apr 08,2023","Barsapara Cricket Stadium,Guwahati",Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",DC,field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,Rajasthan Royals,57 runs
202312,IPL,2023,12th,"Apr 08,2023","Wankhede Stadium,Mumbai",Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Tristan Stubbs, Arshad Khan, Hrithik Shokeen, Piyush Chawla, Jason Behrendorff","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Ajinkya Rahane, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Dwaine Pretorius, Deepak Chahar, Mitchell Santner, Sisanda Magala, Tushar Deshpande","Mumbai Indians Subs: Ramandeep Singh, Sandeep Warrier, Arjun Tendulkar, Kumar Karthikeya, Nehal Wadhera","Chennai Super Kings Subs: Rajvardhan Hangargekar, Ambati Rayudu, Shaik Rasheed, Akash Singh, Subhranshu Senapati",CSK,field,Chennai Super Kings won by 7 wkts,Ravindra Jadeja,Chennai Super Kings,7 wkts
202313,IPL,2023,13th,"Apr 09,2023","Narendra Modi Stadium,Ahmedabad",Gujarat Titans,Kolkata Knight Riders,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan(c), Mohammed Shami, Alzarri Joseph, Yash Dayal","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Suyash Sharma, Lockie Ferguson, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans Subs: Jayant Yadav, Srikar Bharat, Mohit Sharma, Matthew Wade, Joshua Little","Kolkata Knight Riders Subs: Anukul Roy, Vaibhav Arora, David Wiese, Mandeep Singh, Venkatesh Iyer",GT,bat,Kolkata Knight Riders won by 3 wkts,Rinku Singh,Kolkata Knight Riders,3 wkts
202314,IPL,2023,14th,"Apr 09,2023","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): Mayank Agarwal, Harry Brook, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Matthew Short, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Nathan Ellis, Mohit Rathee, Harpreet Brar, Rahul Chahar, Arshdeep Singh",,,SRH,field,Sunrisers Hyderabad won by 8 wkts,Shikhar Dhawan,Sunrisers Hyderabad,8 wkts
202315,IPL,2023,15th,"Apr 10,2023","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Lucknow Super Giants,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Anuj Rawat, David Willey, Wayne Parnell, Harshal Patel, Mohammed Siraj","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Jaydev Unadkat, Amit Mishra, Avesh Khan, Mark Wood, Ravi Bishnoi","Royal Challengers Bangalore subs: Karn Sharma, Suyash Prabhudessai, Akash Deep, Michael Bracewell, Sonu Yadav","Lucknow Super Giants subs: Ayush Badoni, Swapnil Singh, Krishnappa Gowtham, Prerak Mankad, Daniel Sams",LSG,field,Lucknow Super Giants won by 1 wkt,Nicholas Pooran,Lucknow Super Giants,1 wkt
202316,IPL,2023,16th,"Apr 11,2023","Arun Jaitley Stadium,Delhi",Delhi Capitals,Mumbai Indians,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner(c), Manish Pandey, Yash Dhull, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Nehal Wadhera, Hrithik Shokeen, Riley Meredith, Arshad Khan, Piyush Chawla, Jason Behrendorff","Delhi Capitals Subs: Aman Khan, Mukesh Kumar, Sarfaraz Khan, Praveen Dubey, Ishant Sharma","Mumbai Indians Subs: Tristan Stubbs, Tim David, Kumar Karthikeya, Arjun Tendulkar, Ramandeep Singh",MI,field,Mumbai Indians won by 6 wkts,Rohit Sharma,Mumbai Indians,6 wkts
202317,IPL,2023,17th,"Apr 12,2023","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Rajasthan Royals,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Sisanda Magala, Maheesh Theekshana, Tushar Deshpande, Akash Singh","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Kuldeep Sen, Sandeep Sharma, Yuzvendra Chahal","Chennai Super Kings Subs: Ambati Rayudu, Mitchell Santner, Subhranshu Senapati, Shaik Rasheed, RS Hangargekar","Rajasthan Royals Subs: Riyan Parag, Donavon Ferreira, KM Asif, Adam Zampa, Joe Root",CSK,field,Rajasthan Royals won by 3 runs,Ravichandran Ashwin,Rajasthan Royals,3 runs
202318,IPL,2023,18th,"Apr 13,2023","Punjab Cricket Association IS Bindra Stadium,Mohali",Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Matthew Short, Bhanuka Rajapaksa, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Kagiso Rabada, Rishi Dhawan, Arshdeep Singh","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma, Joshua Little","Punjab Kings Subs: Sikandar Raza, Harpreet Singh Bhatia, Rahul Chahar, Atharva Taide, Gurnoor Brar.","Gujarat Titans Subs: Vijay Shankar, Shivam Mavi, Jayant Yadav, Abhinav Manohar, Srikar Bharat.",GT,field,Gujarat Titans won by 6 wkts,Mohit Sharma,Gujarat Titans,6 wkts
202319,IPL,2023,19th,"Apr 14,2023","Eden Gardens,Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy","Sunrisers Hyderabad (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan","Kolkata Knight Riders Subs: Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya","Sunrisers Hyderabad Subs: Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",KKR,field,Sunrisers Hyderabad won by 23 runs,Harry Brook,Sunrisers Hyderabad,23 runs
202320,IPL,2023,20th,"Apr 15,2023","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Wayne Parnell, Mohammed Siraj, Vijaykumar Vyshak","Delhi Capitals (Playing XI): David Warner(c), Mitchell Marsh, Yash Dhull, Manish Pandey, Axar Patel, Aman Hakim Khan, Lalit Yadav, Abishek Porel(w), Kuldeep Yadav, Anrich Nortje, Mustafizur Rahman","Royal Challengers Bangalore Subs: Suyash Prabhudessai, David Willey, Akash Deep, Karn Sharma, Anuj Rawat","Delhi Capitals Subs: Prithvi Shaw, Mukesh Kumar, Praveen Dubey, Sarfaraz Khan, Chetan Sakariya",DC,field,Royal Challengers Bangalore won by 23 runs,Virat Kohli,Royal Challengers Bangalore,23 runs
202321,IPL,2023,21st,"Apr 15,2023","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow",Lucknow Super Giants,Punjab Kings,"Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Marcus Stoinis, Krunal Pandya, Nicholas Pooran(w), Ayush Badoni, Avesh Khan, Yudhvir Singh Charak, Mark Wood, Ravi Bishnoi","Punjab Kings (Playing XI): Atharva Taide, Matthew Short, Harpreet Singh Bhatia, Sikandar Raza, Jitesh Sharma(w), Shahrukh Khan, Sam Curran(c), Harpreet Brar, Kagiso Rabada, Rahul Chahar, Arshdeep Singh","Lucknow Super Giants Subs: Amit Mishra, Jaydev Unadkat, K Gowtham, Prerak Mankad, Daniel Sams","Punjab Kings Subs: Prabhsimran Singh, Nathan Ellis, Mohit Rathee, Rishi Dhawan",PBKS,field,Punjab Kings won by 2 wkts,Sikandar Raza,Punjab Kings,2 wkts
202322,IPL,2023,22nd,"Apr 16,2023","Wankhede Stadium,Mumbai",Mumbai Indians,Kolkata Knight Riders,"Mumbai Indians (Playing XI): Ishan Kishan(w), Cameron Green, Tilak Varma, Suryakumar Yadav(c), Tim David, Nehal Wadhera, Arjun Tendulkar, Hrithik Shokeen, Piyush Chawla, Duan Jansen, Riley Meredith","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Lockie Ferguson, Varun Chakaravarthy","Mumbai Indians Subs: Rohit Sharma, Ramandeep Singh, Arshad Khan, Vishnu Vinod, Kumar Kartikeya","Kolkata Knight Riders Subs: Suyash Sharma, David Wiese, Anukul Roy, Mandeep Singh, Vaibhav Arora",MI,field,Mumbai Indians won by 5 wkts,Venkatesh Iyer,Mumbai Indians,5 wkts
202323,IPL,2023,23rd,"Apr 16,2023","Narendra Modi Stadium,Ahmedabad",Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",RR,field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,Rajasthan Royals,3 wkts
